
3.70249,3
14.65519,1
26.29599,2
37.24049,0
49.13529,2
60.07159,3
71.65509,1
82.19819,0
92.39729,1
102.87479,3
113.54899,0
125.15709,2
136.33919,1
147.18539,2
158.65419,3
169.95909,0
181.16579,3
191.80719,2
202.28479,1
214.17131,0
225.10769,3
236.44539,1
248.08619,0
258.70309,2
270.54869,1
281.86179,0
292.47049,3
302.80879,2
313.36009,3
324.64049,0
336.13379,1
346.20999,2
357.66239,3
368.54959,1
380.28869,0
391.88039,2
403.80791,1
415.56349,2
426.80289,3
437.62449,0
449.50289,2
460.45559,3
472.18659,0
483.37688,1
494.96033,0
506.17519,2
518.14369,3
529.10459,1
540.01631,2
551.28029,1
562.22483,3
573.86569,0
585.71129,2
596.83608,0
608.59159,1
619.87199,3
631.38989,0
642.26889,2
654.03259,1
665.95199,3
676.89649,1
688.29158,0
698.68719,2
709.22209,3
719.91269,2
729.94788,0
741.70339,1
752.24649,3
762.33083,1
773.53749,2
783.85939,0
794.46808,3
804.52779,1
814.80059,0
825.87619,3
836.54219,2
846.88869,0
858.52949,1
868.81859,3
879.82049,2
