
3.01559,3
13.69799,1
24.68348,0
35.93109,2
46.77729,0
58.05769,3
68.13379,2
78.89809,1
90.91579,2
102.28629,3
113.60759,1
124.64219,0
136.43869,3
146.99819,2
157.21359,0
168.01069,1
179.12719,3
189.52289,1
200.58209,0
211.55119,2
223.09369,3
234.07099,1
244.40929,2
256.09109,0
267.70729,2
278.47159,3
288.71159,0
299.69709,1
310.09278,0
320.71779,3
331.69499,1
342.73789,2
354.33769,3
365.58538,1
376.67729,0
387.71189,2
398.22229,3
408.74079,0
420.24239,1
432.10439,2
442.92599,0
452.98579,2
463.07829,1
473.80169,3
485.28688,1
497.05059,3
507.83939,2
519.53759,0
530.26089,3
540.59108,0
552.51039,1
564.06109,2
575.20228,0
585.96649,3
596.84549,2
608.10129,1
619.18509,0
630.10499,3
641.18059,2
652.95249,1
664.78179,0
676.11949,1
686.94109,3
697.67259,2
708.44509,0
719.50429,3
729.94089,2
741.49169,1
752.53449,2
762.64339,0
773.24379,1
783.67229,3
794.08429,1
806.07739,0
816.48939,3
827.42569,2
838.39479,1
850.34698,2
861.70109,0
873.67779,3
