
3.31799,0
14.55739,2
26.01799,3
37.59329,1
49.24239,2
60.86679,3
71.61469,1
81.66629,0
92.12749,3
102.52309,1
113.15638,0
123.50279,2
135.18459,1
146.80909,3
158.74479,0
169.77129,2
180.60109,3
191.29979,2
201.58079,0
212.79559,1
224.10879,0
235.70049,1
246.62859,2
257.97449,3
268.18991,0
278.64289,1
290.39029,2
301.92459,3
313.43438,1
324.53449,2
336.51939,3
348.16028,0
358.17909,1
369.56589,3
380.51049,2
390.87329,0
401.58029,1
411.93499,0
422.54359,3
432.81639,2
443.90019,3
455.68841,2
467.67329,0
478.83079,1
489.32479,2
499.52379,3
509.79659,0
520.23319,1
531.30879,2
541.72899,1
552.41139,0
564.15869,3
575.79953,0
586.06409,1
596.54989,2
606.69159,3
618.11939,2
629.89949,1
640.99149,3
651.60009,0
662.38079,3
674.03799,0
685.28559,2
696.89369,1
708.16589,2
719.73299,0
730.43169,3
742.06439,1
752.77129,0
764.21549,1
776.06119,2
786.98109,3
798.22869,0
808.66529,2
820.25699,3
832.05349,1
842.41639,3
852.91029,2
862.92909,1
873.42309,0
