
3.31669,0
13.96629,1
24.36199,2
36.27318,3
46.92278,0
58.80113,1
70.46658,3
81.14069,2
92.04429,3
102.40719,0
114.21999,1
125.28739,2
136.37939,0
147.83179,2
159.62009,1
170.24509,3
181.32069,2
193.32199,0
204.40579,1
216.22679,3
228.05609,2
239.04149,0
251.01821,1
262.38869,3
272.59599,1
284.49079,0
296.41829,3
307.28909,2
317.93869,3
328.68659,1
339.68028,2
350.69849,0
361.24159,2
372.42369,1
383.49928,3
394.37008,0
405.19169,3
415.34159,0
427.17899,2
438.73789,1
450.11659,0
460.59419,1
471.00619,2
481.70499,3
491.93679,0
503.43829,1
515.34129,3
526.13019,2
536.88629,1
548.44519,3
559.70099,2
571.66949,0
583.48239,3
593.60769,1
605.51068,0
617.08589,2
628.66939,1
639.68769,3
651.59069,2
662.14198,0
672.20989,2
683.17899,0
694.87719,1
705.27279,3
715.81589,2
726.17059,1
736.86119,0
748.55119,3
760.06089,2
771.94749,0
782.36778,3
792.99279,1
804.58448,2
816.04508,0
827.63669,3
839.02359,1
850.09919,0
861.86289,2
872.92209,3
883.12938,1
