3.34479,1
13.67489,0
25.02079,2
35.18709,3
46.09879,2
56.67469,3
68.07798,0
79.71879,1
90.58139,2
100.79679,0
111.94609,1
122.93979,3
133.41729,2
143.47709,1
155.49479,0
166.09519,3
176.81859,2
188.39388,1
198.77309,0
209.33259,3
220.74408,1
232.26199,2
244.25509,3
255.64199,0
267.53679,1
278.65329,3
290.52349,0
302.10699,2
312.73199,0
323.20959,3
334.90779,2
345.79489,1
357.50949,2
368.20829,0
379.48859,3
390.68709,1
401.78729,0
413.45269,3
424.35619,2
435.91509,1
446.36809,0
457.73039,2
468.75688,1
479.91439,3
490.49019,0
501.63953,2
512.52669,3
524.52799,1
534.75979,3
545.67149,2
557.22229,0
569.18259,1
579.87309,0
590.39169,1
601.89328,3
613.82079,2
623.96249,1
635.68519,3
647.61279,2
658.32789,0
669.94419,2
680.33979,1
691.66939,3
703.06439,0
714.44309,2
725.69889,3
735.81609,1
746.21169,0
756.25509,3
767.61739,2
778.33249,1
788.90839,0
800.43459,2
811.47739,0
823.33939,3
833.63669,1
844.40099,3
855.25539,2
865.45449,0
875.90749,1
