3.34479,2
13.67489,1
25.02079,3
35.18709,0
46.09879,3
56.67469,0
68.07798,1
79.71879,2
90.58139,3
100.79679,1
111.94609,2
122.93979,0
133.41729,3
143.47709,2
155.49479,1
166.09519,0
176.81859,3
188.39388,2
198.77309,1
209.33259,0
220.74408,2
232.26199,3
244.25509,0
255.64199,1
267.53679,2
278.65329,0
290.52349,1
302.10699,3
312.73199,1
323.20959,0
334.90779,3
345.79489,2
357.50949,3
368.20829,1
379.48859,0
390.68709,2
401.78729,1
413.45269,0
424.35619,3
435.91509,2
446.36809,1
457.73039,3
468.75688,2
479.91439,0
490.49019,1
501.63953,3
512.52669,0
524.52799,2
534.75979,0
545.67149,3
557.22229,1
569.18259,2
579.87309,1
590.39169,2
601.89328,0
613.82079,3
623.96249,2
635.68519,0
647.61279,3
658.32789,1
669.94419,3
680.33979,2
691.66939,0
703.06439,1
714.44309,3
725.69889,0
735.81609,2
746.21169,1
756.25509,0
767.61739,3
778.33249,2
788.90839,1
800.43459,3
811.47739,1
823.33939,0
833.63669,2
844.40099,0
855.25539,3
865.45449,1
875.90749,2
