
3.73679,2
15.71349,3
27.07579,1
38.34799,0
50.07889,2
61.57229,3
71.83689,0
83.34659,1
95.15949,2
106.80849,1
118.42479,3
129.54129,0
140.19909,2
151.43029,1
161.49009,0
172.69679,3
184.12459,1
194.58579,3
205.17809,0
216.57309,2
228.11561,1
238.81439,2
249.72618,0
260.34299,3
270.92699,1
281.16699,2
291.75929,3
303.27719,0
313.51719,2
325.43659,3
337.05289,0
348.05469,1
359.52349,2
371.34459,3
381.76479,1
391.79999,0
403.71119,3
415.31919,0
427.04199,2
437.18369,1
448.75079,2
459.09729,0
469.99259,1
481.28939,3
491.68508,2
503.68629,0
513.79529,1
524.94459,3
535.61869,1
547.38249,3
557.76169,0
569.32879,2
580.34709,3
592.01249,2
603.59599,0
613.98339,1
624.44459,0
634.90579,1
645.31779,3
656.50809,2
667.38709,0
679.29819,1
689.34159,3
700.11409,2
711.47639,1
722.71579,3
733.93069,2
744.25259,0
755.27088,3
765.66649,1
775.97199,0
787.60469,2
798.49179,0
810.44399,1
820.71669,2
832.48039,3
842.97439,2
853.22259,0
863.76569,1
874.80029,3
