
4.33249,1
15.40809,2
25.94299,3
37.41179,0
49.10179,2
60.05458,1
71.47419,0
81.66499,3
93.06009,0
104.63748,1
114.89379,3
125.37959,2
136.30769,1
147.43248,3
158.32779,2
168.76439,0
178.96349,1
189.82599,3
200.41829,0
210.93679,2
221.01299,0
232.83408,1
244.84349,3
255.07529,2
265.80689,0
277.69339,1
287.94159,2
299.63979,3
309.83069,0
321.11099,2
331.44109,1
343.39329,3
353.87079,0
365.38059,2
376.99689,1
387.88399,3
398.64829,2
410.50209,0
422.16758,1
434.02959,3
444.98229,0
456.33639,1
467.96899,3
479.24119,2
491.18519,3
503.22739,2
515.00749,1
526.56639,0
538.47759,3
548.77489,1
559.92419,2
569.95119,0
580.23219,1
590.49679,3
600.91699,0
612.62339,2
622.75689,3
634.22569,1
644.97359,2
655.04969,0
665.24879,1
676.62749,3
686.94119,2
697.82839,0
709.80508,2
719.91399,0
731.50569,3
741.77019,1
753.36189,0
764.42109,2
775.61139,1
787.37509,3
799.13059,2
809.68189,0
820.36429,3
830.41589,1
840.58211,0
852.59159,2
863.33129,1
874.87389,3
