TIME,CODE
4.06999,50
15.63709,51
27.46638,49
39.04169,52
49.28979,50
60.82419,49
72.45679,51
84.33519,52
96.09069,50
107.85449,51
119.00379,52
130.16129,49
141.58089,51
151.76359,52
163.56009,49
175.33199,50
186.78439,52
197.21279,49
209.18949,51
220.22409,50
230.76719,49
241.58069,52
251.93531,51
261.98689,50
273.86529,51
284.38389,52
295.41849,50
305.53559,49
317.06171,50
328.09639,52
338.54119,51
350.15739,49
361.97849,52
372.20209,51
382.48309,50
392.52649,49
403.96249,50
415.08719,51
425.47469,49
437.26299,52
448.85468,50
460.23329,52
471.86599,49
482.62209,51
493.44369,49
504.87969,51
515.88159,50
526.96539,52
538.50789,51
549.11649,49
560.17569,50
570.57139,52
580.74588,51
591.23159,50
601.78289,52
612.71919,49
623.87669,50
634.26419,52
644.45499,49
654.53119,51
664.98419,50
676.97729,49
688.64269,52
699.03829,51
709.23739,52
719.66579,49
729.76649,51
740.44069,50
751.06569,51
762.64099,49
772.93838,52
784.27609,50
795.86779,51
807.32019,49
818.94459,50
830.83939,52
840.94019,49
852.81039,50
864.50849,51
875.78069,52
