TIME,CODE
3.94849,49
14.49159,52
26.25529,51
37.78139,50
49.08639,51
59.13799,49
69.68109,52
80.97789,50
92.31559,52
103.53859,49
114.55689,50
126.46799,51
137.71559,49
148.15228,51
159.56369,50
169.97569,52
181.86229,51
193.87179,52
204.75079,49
215.99839,50
227.41808,51
237.56789,49
248.88109,50
258.97359,52
269.88539,50
280.58409,51
292.44609,52
303.73469,49
315.65409,50
326.83613,51
338.53429,52
348.79889,49
359.78439,51
371.42519,49
381.91099,52
393.40433,50
405.13529,51
417.12019,49
427.70429,52
438.12449,50
449.33109,52
459.92339,51
471.04809,50
482.74629,49
493.25659,50
504.63529,52
515.13749,49
526.84379,51
537.37869,49
548.29869,50
558.47318,52
570.48259,51
581.41889,49
592.72389,52
603.47179,51
613.60529,50
625.47549,51
636.41999,52
648.12639,50
659.46409,49
671.14589,52
682.53279,50
693.56739,51
703.97129,49
715.26799,50
725.96679,51
736.78019,52
746.83179,49
757.49779,52
768.91739,50
778.99359,49
789.66779,51
801.24308,52
811.66329,50
823.11569,49
833.47039,51
843.84969,50
854.88429,52
866.63979,51
878.37071,49
