TIME,CODE
4.24309,49
16.18709,51
28.19649,52
38.88709,50
49.69229,52
61.49699,51
72.07289,50
83.23039,49
93.80629,50
104.63609,52
115.99839,51
126.11549,49
137.92019,51
149.19239,50
160.80859,49
171.15509,52
182.09959,49
192.71649,51
203.79209,50
215.50659,52
226.24629,49
236.48629,52
247.99609,51
259.04709,50
269.09049,52
279.38779,49
290.05379,51
300.31839,50
310.81229,51
322.32209,49
333.93019,52
345.62019,50
357.08079,51
368.83629,52
378.93699,50
389.85698,49
400.79329,51
411.33639,49
422.67409,50
432.88129,52
442.99028,50
454.36079,52
466.20639,51
477.49499,49
488.96379,50
500.69469,49
512.39289,51
522.41169,52
533.42989,49
543.47329,50
555.29439,52
565.33779,51
576.20859,52
586.84999,50
598.12219,49
608.23929,51
620.10129,49
631.22599,50
641.86748,51
652.71368,52
663.10929,49
673.75069,50
684.01529,51
695.69709,52
707.39529,50
718.29879,49
730.20179,51
741.28559,52
751.91879,49
762.82229,51
774.57788,50
784.98169,52
796.35219,49
808.11589,51
818.68359,50
829.51339,52
839.68789,49
851.07478,52
861.92918,50
873.82389,51
