
3.42349,2
14.77768,3
25.69759,0
36.01129,1
47.12789,2
58.64579,0
69.87708,1
81.64079,3
91.68418,1
102.16989,0
112.88501,2
123.20699,3
133.36499,1
143.58868,3
154.73799,0
165.77259,2
177.04479,1
187.90739,0
198.94199,3
210.76309,2
222.39569,3
232.71759,1
244.12909,0
254.47559,2
266.09999,1
276.45469,3
287.49749,2
299.21209,0
310.35319,3
320.86349,1
331.89819,2
343.62909,0
354.53269,1
365.88679,0
376.71659,2
388.08709,3
399.71149,1
411.68828,2
422.86209,0
434.54389,3
446.49609,0
456.52309,1
468.00009,3
479.68999,2
490.56899,1
501.66099,0
512.65468,2
522.89459,3
533.19199,0
543.35009,3
554.20449,1
564.76399,2
576.62599,0
587.51309,1
599.28508,2
610.47529,3
621.09209,0
631.29119,2
642.39137,3
652.59859,1
664.46059,0
675.08559,2
686.52169,3
697.94129,1
708.57449,0
719.59278,1
730.47989,2
741.18689,3
751.63989,0
762.37139,1
774.33169,2
784.62899,3
796.47469,0
806.84573,3
817.54449,2
827.62068,1
839.03209,2
850.63199,3
860.65079,1
871.10379,0
