
3.85819,3
15.16319,1
25.37859,0
37.28979,2
48.57018,1
60.00619,0
71.17189,2
81.88699,3
91.97139,2
102.08029,1
113.50809,0
125.33739,3
135.51189,0
147.05439,1
158.05619,2
168.87789,3
179.05229,2
190.04599,1
200.63829,0
210.91099,3
221.07729,2
231.32549,3
242.86799,0
254.13199,1
265.98579,3
277.06959,2
288.31719,0
298.70469,1
309.17409,0
321.06879,1
332.86529,3
344.08839,2
355.99949,1
367.95168,0
378.87159,3
390.54519,2
400.85069,1
411.12349,0
422.45299,2
432.59469,3
443.45729,2
453.65639,0
465.10879,1
475.59449,3
487.49749,2
498.58949,0
510.26309,1
521.82199,3
533.12698,1
544.34999,0
555.81059,2
566.07519,3
576.23329,2
586.77639,1
597.64718,3
607.69049,0
619.58529,1
629.71059,0
639.82779,2
650.06779,3
661.35629,1
672.05509,3
682.69649,2
694.42739,0
705.13439,3
716.00519,0
727.60499,1
738.61509,2
749.06809,0
760.39759,3
772.10399,2
782.40949,1
794.33709,0
805.28979,2
816.05409,3
826.91659,1
837.10749,3
848.71559,2
859.84029,0
871.84159,1
